Price,id
6935218.477200001,0
14163720.223714286,1
11324490.184799997,2
11265274.8,3
6072450.836399999,4
6014571.622800001,5
8359317.6263999995,6
6258854.7216,7
7743161.6028,8
10766402.181599999,9
5502626.5787999965,10
8608130.9028,11
13928245.031999998,12
4280343.818400001,13
2804426.539200001,14
7920927.799200001,15
8782712.873999996,16
10219224.662400002,17
13396809.020400003,18
3391078.017599998,19
13740537.7278,20
13270881.4056,21
10933322.805600002,22
13099434.7536,23
5222169.341999997,24
7634215.040399999,25
11265274.8,26
8186421.578399999,27
9257799.096,28
14167979.279999997,29
9894245.7744,30
5895325.753200002,31
8597611.3704,32
13211555.76,33
8198250.606000001,34
11779455.589200001,35
6131001.988800002,36
9193538.39040001,37
5495022.140400004,38
21034431.4752,39
10796399.0472,40
11889822.204000002,41
5444599.165199998,42
12204249.251999998,43
14007911.7204,44
10955483.447999999,45
9365359.395600002,46
11873220.84,47
8934991.9308,48
9198729.540000001,49
12027799.367999999,50
9321385.787999999,51
7543733.6052,52
3779995.4244000004,53
11631330.874799998,54
9809730.8712,55
10657121.28,56
14472254.628000002,57
6017086.576800003,58
12782501.643599998,59
8789856.7068,60
9732261.0996,61
5611791.884400001,62
2158324.927200001,63
13572049.8888,64
7920927.799200001,65
8155301.356799999,66
14492151.96,67
12748894.625999998,68
19672912.147199996,69
19740454.386119995,70
2841287.436,71
18641044.749600004,72
9657806.6052,73
10075116.82008,74
5751280.688400004,75
19733482.08,76
5345816.20114286,77
3961686.549600005,78
5392800.597599997,79
11345077.891679997,80
18318663.511199974,81
8628075.955200007,82
19472031.9378,83
5879005.376399998,84
9632871.658799987,85
18460735.470840007,86
14792919.710400002,87
28788805.889999982,88
8639900.240399996,89
18838591.200000003,90
11178292.366799999,91
5390768.5215428565,92
6959453.369142856,93
14238105.148799999,94
10449433.8,95
11590057.7676,96
5317496.917199998,97
6211086.008400001,98
19896331.057199992,99
6204173.409942856,100
6968396.349942858,101
16311763.119599998,102
26484674.392800007,103
3283304.31,104
19026986.893200003,105
7152256.191599999,106
8155301.356799999,107
13250934.648899999,108
11344382.478,109
3834003.6540000006,110
4616337.5232,111
2525228.4096000036,112
3446841.528000003,113
12586372.281599998,114
6536970.398399999,115
9200864.5092,116
7565108.194800001,117
6595555.6368,118
10339206.7896,119
3541093.1712000007,120
18833705.9352,121
6492349.749600001,122
6365994.4296,123
3184420.824000001,124
12685332.5352,125
12734396.8128,126
9641311.945200007,127
10553086.065599998,128
5949247.7304,129
3876699.4812000003,130
13573868.7474,131
12327026.7276,132
6428435.577942857,133
4371120.468000002,134
13963422.376799999,135
3258051.0300000007,136
13291520.3304,137
20763641.85792,138
17585708.4,139
16291833.479999987,140
13896202.4136,141
2387786.544000001,142
12679246.850399999,143
12748894.625999998,144
5243128.675200004,145
4561072.261199998,146
9748097.751600003,147
3283304.31,148
11674205.4312,149
7659598.44,150
11918185.9056,151
5416426.641600001,152
13256334.686399996,153
2536700.8680000002,154
11504388.9792,155
5560797.153599999,156
10506681.088799994,157
14227277.36039999,158
5558460.335999996,159
19723919.623199992,160
9358015.196400002,161
18784886.1876,162
10842585.873599999,163
12496775.007600002,164
13391212.395599995,165
14837288.1228,166
14070530.073599994,167
14472254.628000002,168
7524933.249599999,169
9492209.703600002,170
15502226.547600003,171
3885252.6960000014,172
3067600.3956,173
6432651.973800001,174
9059450.2908,175
10702885.143600002,176
3757928.1479999996,177
15443221.3104,178
14872486.215599999,179
7681973.676000002,180
15562507.194000004,181
12357433.8108,182
17728680.526440002,183
11307095.9508,184
4707294.0876,185
4527297.777600006,186
13171689.96,187
9466177.336200004,188
4878675.828,189
3119157.1008000006,190
8191378.245960002,191
6312191.605200001,192
11478659.680799998,193
3219126.3000000007,194
4473342.900000005,195
6160926.6217199955,196
6251851.3824000005,197
5455740.841199998,198
18488684.7756,199
18143360.606280006,200
5779501.271142858,201
16167263.673600001,202
7472746.990800001,203
8352211.940279996,204
3651637.0332,205
7228025.8127999995,206
11207718.069600001,207
16332870.356400002,208
5692918.9355999995,209
12188104.343999999,210
19829723.308199998,211
7588991.514000001,212
3645614.1852,213
5744070.165600003,214
11178292.366799999,215
8230122.201599997,216
12050516.3532,217
4117190.7348,218
19605313.2366,219
3243475.2636,220
18939614.9904,221
4787293.633199999,222
5885594.3484,223
12265629.246000003,224
18523191.96,225
8104875.269399997,226
7732532.9952,227
5683498.7508000005,228
4795810.390800001,229
9762940.278,230
14395096.669200001,231
11449435.233600002,232
14748676.378800001,233
18033134.8704,234
8700265.657200001,235
16723412.381000001,236
2674100.052000001,237
4906114.7616,238
5409744.3036,239
9827844.468,240
13210509.7644,241
8530142.7276,242
10284625.025999995,243
6053401.5048,244
13348705.968000002,245
5746792.0068,246
3621114.6504000006,247
14448101.288400004,248
4943563.419600001,249
11611822.1232,250
10685519.9568,251
16148156.544000002,252
22778708.4252,253
4762265.3208,254
15443221.3104,255
5339711.5044,256
3901846.9464,257
12897206.6652,258
6500472.633942856,259
10468235.933999997,260
15018151.402800001,261
6072450.836399999,262
10806839.7372,263
3737456.3928000005,264
16333138.005600002,265
8103105.316799999,266
12601719.1326,267
6792833.548799999,268
13708155.8796,269
7143037.32168,270
14110844.623200001,271
3060973.188000004,272
3435770.988000001,273
5278199.612400001,274
9934942.680000002,275
3130016.9004000006,276
3372766.722,277
18424302.2496,278
4116258.853199998,279
6712177.773600003,280
10592667.914400002,281
8287060.345199999,282
11696754.9504,283
4288881.916799998,284
2572702.7976000025,285
3098894.9004000006,286
8463160.180800002,287
4210760.3616,288
5240461.964399996,289
3255432.336000001,290
5941527.696000002,291
7588327.874399999,292
19191151.8864,293
2532322.4472000008,294
5431503.916800001,295
3219126.3000000007,296
11696754.9504,297
4288881.916799998,298
