Price,id
6962766.782399999,0
14443390.43382857,1
11740548.643200003,2
11413148.76,3
6109871.039999999,4
5957821.1004,5
8216232.6012,6
6263748.285599999,7
8087244.656400001,8
10541939.6472,9
5480921.206799998,10
8329617.4572,11
13992065.88,12
4271321.995200001,13
2717438.7708000024,14
8101029.0348000005,15
8842651.178399999,16
10257844.1004,17
13410466.243200002,18
3523874.4060000004,19
13741201.684971433,20
12776202.5508,21
10746975.829200001,22
12812035.532400003,23
5249412.651599996,24
7822465.794,25
11413148.76,26
8168200.092,27
9430670.2464,28
14224977.889199998,29
9574797.1176,30
5835511.936800002,31
8498520.7008,32
13167095.76,33
8284634.607599999,34
12173752.656,35
6088310.607600001,36
9597407.39880001,37
5556661.484400003,38
21246031.7316,39
10136606.1264,40
11867058.684,41
5858663.147999999,42
12126333.737142855,43
13755801.883200001,44
10525711.154399998,45
8950216.813200003,46
11714854.32,47
9086651.215200001,48
9199493.3628,49
12028377.348,50
9430497.741600001,51
7780858.3476,52
3828812.5044,53
11600379.6012,54
9381831.8256,55
10890253.8108,56
14571636.658799998,57
6111695.974800003,58
12757311.4968,59
8601348.0852,60
9740716.5024,61
5869200.168000001,62
2188338.094800001,63
13715379.147599997,64
8101029.0348000005,65
8842118.5476,66
14112359.82,67
12488164.884000001,68
19502783.585999995,69
19391699.38679999,70
2849102.6148,71
18467065.656000003,72
9259061.76,73
9684272.754000003,74
5844946.3488000035,75
20055849.091199998,76
5750296.936800004,77
4260326.148000006,78
5364219.931199999,79
11043943.435199998,80
18860786.521199975,81
8662882.503600007,82
20343756.0456,83
5821804.918799999,84
9396880.646399986,85
18317534.70144,86
13795727.2596,87
29032917.07679999,88
8432104.870799994,89
18282915.003600005,90
11560169.087999998,91
5457313.835999999,92
7190312.766000002,93
14471209.5216,94
10326677.3688,95
11520884.231999999,96
5435243.002799999,97
6547289.267999998,98
19919804.751599994,99
6660093.4764,100
7265976.2760000015,101
15589112.947200006,102
26286138.26280001,103
3573628.9992000014,104
19179082.478400003,105
7088113.749599999,106
8842118.5476,107
13159063.616400002,108
11279393.073000003,109
4191671.0160000008,110
4485901.071600001,111
2676086.5248000026,112
3480792.073200003,113
11972172.2016,114
6726172.8924,115
9279051.8652,116
7471285.145999999,117
6343766.208000001,118
10440072.3024,119
3493836.9336000006,120
18893758.946399998,121
6988267.26,122
6617684.267999999,123
3167429.101200001,124
11926619.078399997,125
12333957.448799996,126
9883817.236800008,127
10698844.618799997,128
6236417.241600001,129
3909878.2007999998,130
13485748.625142857,131
12502520.1288,132
6303712.194,133
4351495.824000003,134
13919329.32,135
3590969.288400001,136
13237403.914799998,137
20760345.966137145,138
17070531.7068,139
16565511.455999985,140
13162436.351999998,141
2619405.3600000013,142
12726880.743942857,143
12488164.884000001,144
5279583.504000004,145
4513684.125599998,146
9414202.262400001,147
3573628.9992000014,148
11900828.721599998,149
7416550.44,150
11821896.215999998,151
5602270.3308,152
12804872.137200003,153
2570521.59,154
11711996.7276,155
5401261.3356,156
10617791.667599995,157
13422671.402399994,158
5508292.5611999985,159
19628796.563999996,160
8760484.652400002,161
19074314.2668,162
10995597.631199997,163
11892282.620400002,164
12605075.121599998,165
15005153.966400001,166
13483935.503999997,167
14571636.658799998,168
7831640.115,169
8521972.758000001,170
15049890.2112,171
3915545.961600001,172
3095457.2532,173
6342356.92974,174
9112576.984457143,175
10946589.966000002,176
3719597.4036000003,177
15444312.0624,178
14373039.4704,179
7491714.516000002,180
15587900.0784,181
12617334.225600004,182
17747298.566400003,183
11389531.608,184
4652546.0436,185
5096708.557200005,186
12781196.001600001,187
9783174.913200002,188
4826895.0444,189
3133001.9448,190
8163062.798280002,191
6433714.1232,192
11466627.026400004,193
3220196.0076000006,194
4810693.524000003,195
5973796.785171428,196
6124858.505999999,197
5438391.659999996,198
18454345.650000002,199
18098511.255240005,200
6151257.668400001,201
15510890.616000002,202
7535737.0296,203
7663018.836719997,204
3637368.9300000006,205
7217020.1844,206
11437199.8416,207
15940635.048,208
5703262.11,209
12362720.994,210
19950256.50228,211
7306688.060880001,212
3505205.0592000014,213
5950728.248400002,214
11560169.087999998,215
8253464.590799995,216
11466840.138,217
4153403.4047999973,218
20403930.4326,219
3270783.4848000016,220
19520785.44,221
4873692.454799999,222
6004984.564799999,223
12328659.298800003,224
18539517.672000002,225
8056904.989380001,226
7721127.582479998,227
5580816.602399999,228
4557610.6056,229
10100310.760799998,230
14216656.50154286,231
11756211.012,232
15206535.790457144,233
18617802.84,234
8511251.673600003,235
16640118.19414286,236
2811881.5920000006,237
4675071.5544,238
5232309.7787999995,239
9907271.072400002,240
13463540.8128,241
8849985.3,242
10234755.133199997,243
6027555.128400001,244
13243528.428000001,245
5747589.6192,246
3714891.7572,247
13296929.630400002,248
4815800.496000001,249
11240518.8792,250
10704507.044399997,251
16135108.4232,252
23113847.905200005,253
4857205.2048,254
15444312.0624,255
5620188.6,256
3856638.24,257
14001621.5196,258
6428876.875199998,259
10532933.236799996,260
15614320.877999999,261
6109871.039999999,262
11138092.524,263
3700898.4168000007,264
15453912.881828574,265
8905963.107599998,266
12964739.076342858,267
6938641.007999999,268
13361558.507142859,269
7037724.20832,270
14529418.628400004,271
3199049.9424000024,272
3586264.531200001,273
5251437.9528,274
9880852.644000001,275
3274700.4108000007,276
3402032.0724,277
18478198.44,278
4059405.1835999982,279
6577510.137900002,280
10609989.8268,281
8205048.54,282
12083568.213600002,283
4357519.264799997,284
2696213.270400002,285
3274700.4108000007,286
8247291.171600001,287
4292432.4924,288
5256118.108799997,289
3145207.1040000007,290
5961228.811200002,291
7623734.04,292
19198937.4252,293
2718954.8568000006,294
5465282.846400001,295
3220196.0076000006,296
12083568.213600002,297
4357519.264799997,298
2696213.270400002,299
3274700.4108000007,300
8247291.171600001,301
4292432.4924,302
5256118.108799997,303
3145207.1040000007,304
5961228.811200002,305
7623734.04,306
19198937.4252,307
2718954.8568000006,308
